Which_Iphone,Extracted_Model,Price,Memory(GB),battery_percentage,State,Seller,City,Region,Model_Series,Model_Type
13,13,300000,128,100,Новый,Частное лицо,Кызылорда,Кызылординская область,13,
14,14,400000,128,88,Новый,Частное лицо,Сатпаев,Карагандинская область,14,
13,13 mini,155000,256,78,Б/у,Бизнес,Костанай,Костанайская область,13,mini
14,14 pro,460000,128,100,Б/у,Частное лицо,Тараз,Жамбылская область,14,pro
14,14 pro max,450000,128,93,Б/у,Частное лицо,Актобе,Актюбинская область,14,pro max
12,12,220000,128,91,Б/у,Бизнес,Атырау,Атырауская область,12,
13,13,180000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,13,
15,15 pro max,550000,512,89,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
13,13,180000,128,88,Б/у,Бизнес,Актобе,Актюбинская область,13,
16,16 pro,660000,256,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro
13,13 pro max,350000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
13,13 pro max,550000,256,100,Новый,Частное лицо,Шымкент,Туркестанская область,13,pro max
14,14 pro max,420000,128,89,Б/у,Частное лицо,Атырау,Атырауская область,14,pro max
13,13,180000,128,87,Б/у,Частное лицо,Алматы,Алматинская область,13,
12,12,170000,128,84,Б/у,Частное лицо,Актобе,Актюбинская область,12,
13,13,235000,128,90,Б/у,Частное лицо,Тараз,Жамбылская область,13,
15,15 pro,450000,64,94,Б/у,Бизнес,Атырау,Атырауская область,15,pro
15,15 pro,350000,128,94,Новый,Частное лицо,Хромтау,Актюбинская область,15,pro
13,13,190000,128,85,Б/у,Бизнес,Астана,Акмолинская область,13,
13,13,160000,128,88,Б/у,Бизнес,Актау,Западно-Казахстанская область,13,
15,15 pro,405000,128,92,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
14,14 pro,330000,256,90,Б/у,Частное лицо,Атырау,Атырауская область,14,pro
14,14 pro max,350000,128,87,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
15,15,310000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,
15,15 pro,430000,128,92,Б/у,Частное лицо,,,15,pro
13,13,190000,128,87,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 mini,100000,128,84,Б/у,Частное лицо,Жанаозен,Восточно-Казахстанская область,12,mini
14,14 pro,350000,256,91,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,14,pro
12,12 pro,120000,64,84,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro
14,14 pro,330000,256,88,Б/у,Частное лицо,Риддер,Восточно-Казахстанская область,14,pro
13,13 pro,180000,128,86,Б/у,Частное лицо,Касыма Кайсенова,Восточно-Казахстанская область,13,pro
15,15 pro,420000,256,92,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
14,14 pro max,380000,128,88,Б/у,Частное лицо,Шу,Жамбылская область,14,pro max
14,14 pro max,340000,128,85,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
15,15 pro,400000,128,94,Б/у,Частное лицо,Каскелен,Алматинская область,15,pro
13,13,185000,128,89,Б/у,Бизнес,Актобе,Актюбинская область,13,
15,15 pro,380000,128,94,Б/у,Бизнес,Астана,Акмолинская область,15,pro
15,15 pro,385000,256,89,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
13,13,215000,128,88,Новый,Частное лицо,Иргели,Алматинская область,13,
12,12,128000,128,84,Б/у,Частное лицо,Аксукент,Туркестанская область,12,
13,13 pro max,350000,128,92,Б/у,Частное лицо,Астана,Акмолинская область,13,pro max
13,13 pro,230000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
15,15 pro max,520000,256,94,Б/у,Бизнес,Нуркен,Карагандинская область,15,pro max
15,15 pro,380000,128,94,Б/у,Частное лицо,Балыкши,Атырауская область,15,pro
16,16 pro max,650000,256,99,Новый,Частное лицо,,,16,pro max
13,13 pro,180000,128,92,Б/у,Частное лицо,Байзерек,Алматинская область,13,pro
12,12 pro max,280000,256,96,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
12,12,190000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,
14,14,250000,128,100,Б/у,Бизнес,Сатпаев,Карагандинская область,14,
12,12 pro max,160000,128,87,Б/у,Частное лицо,Шемонаиха,Восточно-Казахстанская область,12,pro max
15,15 pro,315000,128,94,Б/у,Частное лицо,Кокшетау,Акмолинская область,15,pro
15,15 pro,440000,256,97,Б/у,Бизнес,Астана,Акмолинская область,15,pro
14,14 pro,360000,256,82,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,14,pro
15,15 pro max,525000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
14,14,245000,128,97,Б/у,Бизнес,Костанай,Костанайская область,14,
15,15 pro,440000,256,96,Б/у,Частное лицо,Тараз,Жамбылская область,15,pro
14,14 pro,230000,128,88,Б/у,Частное лицо,Актау,Мангистауская область,14,pro
12,12,140000,128,84,Б/у,Бизнес,Караганда,Карагандинская область,12,
14,14 pro,350000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
13,13,230000,256,92,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,13,
16,16 pro,600000,256,99,Новый,Частное лицо,Алгабас,Алматинская область,16,pro
16,16 pro,605000,256,99,Б/у,Частное лицо,Аксай,Западно-Казахстанская область,16,pro
15,15 pro max,475000,256,100,Б/у,Бизнес,Шымкент,Туркестанская область,15,pro max
13,13,190000,256,90,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 pro,175000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
16,16 pro max,620000,512,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro max
15,15 pro,450000,128,94,Б/у,Частное лицо,Караганда,Карагандинская область,15,pro
14,14 pro,330000,128,89,Б/у,Частное лицо,Нура,Актюбинская область,14,pro
12,12 pro,200000,256,85,Б/у,Частное лицо,Жолбарыса Калшораева,Туркестанская область,12,pro
13,13,180000,128,88,Б/у,Частное лицо,Шарапхана,Туркестанская область,13,
